ID,original,sampling,HE_Feature,HE_Heatmap
SRP3_x0006_y0013,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0006_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0006_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0006_y0013.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0006_y0013.tiff
SRP3_x0006_y0014,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0006_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0006_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0006_y0014.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0006_y0014.tiff
SRP3_x0006_y0015,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0006_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0006_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0006_y0015.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0006_y0015.tiff
SRP3_x0007_y0000,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0000.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0000.tiff
SRP3_x0007_y0001,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0001.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0001.tiff
SRP3_x0007_y0002,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0002.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0002.tiff
SRP3_x0007_y0003,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0003.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0003.tiff
SRP3_x0007_y0004,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0004.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0004.tiff
SRP3_x0007_y0005,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0005.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0005.tiff
SRP3_x0007_y0006,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0006.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0006.tiff
SRP3_x0007_y0007,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0007.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0007.tiff
SRP3_x0007_y0008,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0008.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0008.tiff
SRP3_x0007_y0009,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0009.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0009.tiff
SRP3_x0007_y0010,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0010.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0010.tiff
SRP3_x0007_y0011,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0011.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0011.tiff
SRP3_x0007_y0012,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0012.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0012.tiff
SRP3_x0007_y0013,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0013.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0013.tiff
SRP3_x0007_y0014,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0014.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0014.tiff
SRP3_x0007_y0015,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0007_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0007_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0007_y0015.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0007_y0015.tiff
SRP3_x0008_y0000,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0000.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0000.tiff
SRP3_x0008_y0001,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0001.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0001.tiff
SRP3_x0008_y0002,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0002.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0002.tiff
SRP3_x0008_y0003,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0003.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0003.tiff
SRP3_x0008_y0004,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0004.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0004.tiff
SRP3_x0008_y0005,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0005.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0005.tiff
SRP3_x0008_y0006,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0006.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0006.tiff
SRP3_x0008_y0007,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0007.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0007.tiff
SRP3_x0008_y0008,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0008.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0008.tiff
SRP3_x0008_y0009,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0009.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0009.tiff
SRP3_x0008_y0010,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0010.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0010.tiff
SRP3_x0008_y0011,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0011.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0011.tiff
SRP3_x0008_y0012,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0012.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0012.tiff
SRP3_x0008_y0013,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0013.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0013.tiff
SRP3_x0008_y0014,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0014.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0014.tiff
SRP3_x0008_y0015,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0008_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0008_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0008_y0015.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0008_y0015.tiff
SRP3_x0009_y0000,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0000.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0000.tiff
SRP3_x0009_y0001,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0001.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0001.tiff
SRP3_x0009_y0002,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0002.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0002.tiff
SRP3_x0009_y0003,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0003.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0003.tiff
SRP3_x0009_y0004,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0004.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0004.tiff
SRP3_x0009_y0005,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0005.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0005.tiff
SRP3_x0009_y0006,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0006.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0006.tiff
SRP3_x0009_y0007,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0007.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0007.tiff
SRP3_x0009_y0008,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0008.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0008.tiff
SRP3_x0009_y0009,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0009.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0009.tiff
SRP3_x0009_y0010,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0010.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0010.tiff
SRP3_x0009_y0011,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0011.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0011.tiff
SRP3_x0009_y0012,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0012.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0012.tiff
SRP3_x0009_y0013,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0013.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0013.tiff
SRP3_x0009_y0014,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0014.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0014.tiff
SRP3_x0009_y0015,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0009_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0009_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0009_y0015.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0009_y0015.tiff
SRP3_x0010_y0000,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0010_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0010_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0010_y0000.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0010_y0000.tiff
SRP3_x0010_y0001,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0010_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0010_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0010_y0001.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0010_y0001.tiff
SRP3_x0010_y0002,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0010_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0010_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0010_y0002.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0010_y0002.tiff
SRP3_x0010_y0003,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0010_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0010_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0010_y0003.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0010_y0003.tiff
SRP3_x0010_y0004,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0010_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0010_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0010_y0004.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0010_y0004.tiff
SRP3_x0010_y0005,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0010_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0010_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0010_y0005.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0010_y0005.tiff
SRP3_x0010_y0006,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0010_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0010_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0010_y0006.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0010_y0006.tiff
SRP3_x0010_y0007,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0010_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0010_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0010_y0007.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0010_y0007.tiff
SRP3_x0010_y0008,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP3_x0010_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP3_x0010_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP3_x0010_y0008.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP3_x0010_y0008.tiff
